block,name,gate_mean,gate_std,gate_sat,temp_0,attn_entropy_0
0,encoder.layers.2.tra,0.3279617130756378,0.19113650918006897,0.12270642071962357,1.5974782705307007,2.1284756660461426
1,encoder.layers.3.tra,0.31053397059440613,0.12094438821077347,0.0,2.0830531120300293,2.9610953330993652
2,encoder.layers.4.tra,0.34648990631103516,0.23787784576416016,0.10665137320756912,1.2537332773208618,3.038524627685547
3,decoder.layers.0.tra,0.5799235105514526,0.3364488184452057,0.17316514253616333,1.0935434103012085,2.6112895011901855
4,decoder.layers.1.tra,0.6675474047660828,0.31338661909103394,0.3818807303905487,0.7668375372886658,3.251582384109497
5,decoder.layers.2.tra,0.5873078107833862,0.21903373301029205,0.06880734115839005,2.2487905025482178,1.999241828918457
