block,name,gate_mean,gate_std,gate_sat,temp_0,attn_entropy_0
0,encoder.layers.2.tra,0.4071982800960541,0.1727135181427002,0.0,1.8063769340515137,3.1065495014190674
1,encoder.layers.3.tra,0.35929927229881287,0.14347393810749054,0.03211009129881859,1.8019003868103027,3.362882614135742
2,encoder.layers.4.tra,0.26532992720603943,0.1918071061372757,0.09403669834136963,1.5134201049804688,3.0163815021514893
3,decoder.layers.0.tra,0.7148625254631042,0.31522101163864136,0.30619266629219055,1.614193081855774,2.7149412631988525
4,decoder.layers.1.tra,0.7919958233833313,0.2119021862745285,0.24082568287849426,1.2624945640563965,3.1548120975494385
5,decoder.layers.2.tra,0.9155714511871338,0.17274782061576843,0.7419725060462952,0.8843975067138672,2.8494906425476074
