block,name,gate_mean,gate_std,gate_sat,temp_0,attn_entropy_0
0,encoder.layers.2.tra,0.41766557097435,0.20525889098644257,0.0263761468231678,1.7771573066711426,2.5958213806152344
1,encoder.layers.3.tra,0.2391357421875,0.11239930242300034,0.010321101173758507,1.2707418203353882,3.0781490802764893
2,encoder.layers.4.tra,0.3683468997478485,0.11432518064975739,0.0,1.46088707447052,3.322810411453247
3,decoder.layers.0.tra,0.595835268497467,0.30447787046432495,0.09518348425626755,1.0817922353744507,2.8568975925445557
4,decoder.layers.1.tra,0.6355732679367065,0.2506803870201111,0.12385321408510208,1.269457221031189,3.313446521759033
5,decoder.layers.2.tra,0.7802032232284546,0.24224957823753357,0.3704128563404083,0.9740698337554932,2.5540497303009033
